listing_id,source_portal,listing_url,scraped_at,latitude,longitude,locality,sublocality,address,landmark_details,pincode,bhk_type,property_type,furnishing,floor_number,total_floors,facing,sqft,area_type,age_years,apartment_bio,monthly_rent,deposit_amount,maintenance_monthly,price_per_sqft,bathrooms,parking,has_lift,has_gym,has_security,luxury_amenities,is_verified,is_premium,owner_type,confidence_score,possession_status,listed_date,last_updated,is_available
ilJTC3XTxvhzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Godadara-in-Surat&id=4d423339373332353131,2026-04-19 13:52:36,21.1697784,72.8765516,,Godadara,"Surat, Gujarat",,,,Apartment,Unfurnished,5,5,,750,Sq-ft,Less than 5 years,"The 1 bedroom Unit is located on fifth floor and it has 1 bathroom You can get this spacious Unit on a monthly rental of 5000. Find 1 BHK flat for rent in Godadara Surat. The 1 BHK apartment is available at a reasonable rent of ₹5,000. Located on the 5 floor, the flat comprises 1 bathrooms, 2 balcony, and has a covered area of 750 sqft. 1 Covered parking space is also available. Visit the flat at Godadara, Surat, Gujarat. This is a no-brokerage flat because the owner has posted the ad on this 1 BHK apartment.",5000,10000,,7,1,1 Covered,No,No,No,,False,False,Owner,37,Immediately,2026-03-23T16:56:53.000Z,"Mar 23, '26",True
AG18GFru8q1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Nanpura-in-Surat&id=4d423739313039333231,2026-04-19 13:52:36,21.190025,72.814935,,Kamal,"Surat, Gujarat",,,,Builder Floor Apartment,Semi-Furnished,2,3,,650,Sq-ft,,"You can avail the 1 BHK flat for rent in the well-known location of Nanpura. The apartment is available at an affordable rental price of ₹11,000. Visit the flat at Nanpura, Surat, Gujarat. This 1 BHK apartment ad is listed by the owner, so there is no brokerage fee.",11000,,,17,1,,No,No,No,,False,False,Owner,0,Immediately,2026-03-26T21:30:44.000Z,"Mar 27, '26",True
/OlkUoef14dzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-Anand-Mahal-Road-in-Surat&id=4d423733373330363637,2026-04-19 13:52:36,21.2011896433021,72.7946677820669,,Anand Mahal Road,"Surat, Gujarat",,,,Apartment,Semi-Furnished,2,4,,,,Above 20 years,"1 BHK apartment is available on rent in Anand Mahal Road Surat right away. This 1 BHK flat can be availed at the rental price of ₹7,000. The residents of the flat have access to additional facilities such as Gas Connection. The flat is located on the 2 floor which includes 1 bathrooms, 2 balcony, and covers a carpet area of 500 sqft. The flat can be visited at Anand Mahal Road, Surat, Gujarat. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",7000,21000,10000,,1,,No,No,No,,False,False,Owner,37,Immediately,2026-03-23T21:32:19.000Z,"Mar 24, '26",True
2+c4R/8enjdzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Rent-Umra-in-Surat&id=4d423833383839393233,2026-04-19 13:52:36,21.297041,72.891423,,Hemraj Mina,5000.,,,,Builder Floor Apartment,Unfurnished,1,1,,350,Sq-ft,Above 20 years,"1 BHK flat is available for rent in Umra immediately. This 1 BHK flat is available at the reasonable rent amount of ₹5,000. This flat is located at Talav Street, Opp. Govindji Park, Umra., Surat, Gujarat . The brokerage amount of the 1 BHK apartment is zero.",5000,7000,,14,1,,No,No,No,,False,False,Owner,36,Immediately,2026-03-21T08:33:28.000Z,"Mar 21, '26",True
442ItBCTc3RzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-350-Sq-ft-Multistorey-Apartment-FOR-Rent-Katargam-in-Surat&id=4d423832323531333633,2026-04-19 13:52:36,21.226604,72.831189,,Kalpana,"Surat, Gujarat",,,,Apartment,Semi-Furnished,1,4,,,,10 to 15 years,"1 BHK flat is available for rent in Katargam immediately. This 1 BHK flat can be availed at the rental price of ₹5,000. The apartment is on the 1 floor, has a carpet area of 350 sqft with 1 bathrooms and 1 balcony. The flat can be visited at Katargam, Surat, Gujarat. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",5000,,,,1,,No,No,No,,False,False,Owner,31,Immediately,2026-04-09T21:30:40.000Z,"Apr 10, '26",True
4RksWt5r64RzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-38-Sq-m-Multistorey-Apartment-FOR-Rent-Dindoli-in-Surat&id=4d423730393531303539,2026-04-19 13:52:36,21.152422,72.874251,,Pranay Panchal,"Surat, Gujarat",,,,Apartment,Unfurnished,5,7,West,38,Sq-m,New Construction,"Check out this newly constructed 1 BHK flat on rent in the prime location of Dindoli Surat. This 1 BHK flat is available at the reasonable rent amount of ₹5,000. The flat is on the 5 floor and includes 1 bathrooms, 1 balcony with a carpet area of 760 sqft. This property offers security. You can visit the flat at Dindoli, Surat Gujrat. The owner has posted this 1 BHK flat for rent, so the brokerage fees is zero on this multistorey apartment.",5000,20000,1000,12,1,,No,No,No,,False,False,Owner,65,Immediately,2026-03-23T21:33:36.000Z,"Mar 24, '26",True
hEqF5rqXnyxzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Gopi-Pura-in-Surat&id=4d423830313139393139,2026-04-19 13:52:36,21.193998,72.8227449,,Gopi Pura,"Surat, Gujarat",,,,Apartment,Semi-Furnished,2,8,East,1000,Sq-ft,10 to 15 years,"Multistorey apartment is available for rent. It has covered area 1000 sq-ft, it is 1 BHK apartment. Please contact for more details. Find 1 BHK flat for rent in Gopi Pura Surat. The apartment is available at an affordable rental price of ₹10,000. The apartment is on the 2 floor, has a carpet area of 900 sqft with 1 bathrooms and 1 balcony. Visit the flat at Gopi Pura, Surat, Gujarat. This 1 BHK apartment ad is listed by the owner, so there is no brokerage fee.",10000,30000,500,10,1,,No,No,No,,False,False,Owner,69,Immediately,2026-04-01T16:13:05.000Z,"Apr 01, '26",True
vSdms/IyZL1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-560-Sq-ft-Multistorey-Apartment-FOR-Rent-Ghod-Dod-Road-in-Surat&id=4d423833393731333337,2026-04-19 13:52:36,21.17521,72.806447,,Ghod Dod Road,501 adheswar park apartments near gokulam dairy athwalines surat,,,,Apartment,Unfurnished,5,10,,560,Sq-ft,Above 20 years,"A beautiful 1 BHK flat is available for rent in Ghod Dod Road. The multistorey apartment is available at rent of ₹8,000. Located on the 5 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 300 sqft. The address is 501 adheswar park apartments near gokulam dairy athwalines surat, Ghod Dod Road, Surat, Gujarat. You can find the 1 BHK flat without any brokerage.",8000,24000,,14,1,,No,No,No,,False,False,Owner,36,Immediately,2026-03-28T05:16:23.000Z,"Mar 28, '26",True
a6PFwpwzZ7dzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-500-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423833353237363737,2026-04-19 13:52:36,,,,Milan,"Surat, Gujarat",,,,Apartment,Semi-Furnished,2,4,,500,Sq-ft,,"Find this 1 BHK rental flat in Maruti nager society kamrej char rasta Surat. The flat is available for rent at a competitive amount of ₹4,500. Do not pay any brokerage fee for this 1 BHK rental flat since the property ad is posted by the flat owner.",4500,,,9,1,,No,No,No,,False,False,Owner,0,Immediately,2026-02-23T16:08:01.000Z,"Feb 23, '26",True
TUafTnUBOtRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-m-Multistorey-Apartment-FOR-Rent-Vesu-in-Surat&id=4d423730373934373135,2026-04-19 13:52:36,21.1447177,72.7717775,,Vesu,"Surat, Gujarat","19210|Udhna Railway Station, 19202|T M Patel International School, 19202|White Lotus International School",,,Apartment,Unfurnished,Upper Basement,4,,,,,"Find this 1 BHK rental flat in Vesu Surat. Located on the Upper Basement floor, the flat has 1 bathrooms, 1 balcony in carpet area of 700 sqm. The apartment is located at Vesu, Surat, Gujarat. This is a no-brokerage flat, as the owner is offering this 1 BHK flat on rent.",,,,,1,,No,No,No,,False,False,Owner,21,Immediately,2026-04-11T21:32:00.000Z,"Apr 12, '26",True
8wCpF3A7bl1zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-700-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423832383130383435,2026-04-19 13:52:36,21.216427,72.78212,,Rental Surat,555.,,,,Apartment,Semi-Furnished,12,14,East,700,Sq-ft,Less than 5 years,"1 bhk flat for rent with all modern amenities Check out this newly constructed 1 BHK flat on rent in the prime location of Jahangirabad Surat. The apartment is available at an affordable rental price of ₹11,000. Located on the 12 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 390 sqft. This flat is fitted with power back up, security, service/goods lift. This flat is located at Jahangirabad, Surat, Gujarat.",11000,33000,0,16,1,,Yes,No,No,"Service/Goods Lift, Internet/Wi-Fi Connectivity, Banquet Hall",True,True,Agent,69,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
Ptng+ouBlX9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-735-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423732383135323333,2026-04-19 13:52:36,21.216427,72.78212,,Shree Siddhi Vinayak Property Consultant,jahangirabad,,,,Apartment,Unfurnished,10,14,East,735,Sq-ft,New Construction,"1 bhk new flat for rent. with all basic amenities Find this 1 BHK rental flat in Jahangirabad Surat. The multistorey apartment is available at rent of ₹13,000. Located on the 10 floor, the flat has 1 bathrooms, 2 balcony in covered area of 735 sqft. The apartment comes furnished with power back up, security, intercom facility, ro water system. The apartment is located at Jahangirabad, Surat,Gujarat.",13000,36000,,18,1,,No,No,No,"Laundry Service, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,73,Immediately,2026-04-18T23:45:34.000Z,Today,True
JZr4ZaszsOpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-771-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423733363630323239,2026-04-19 13:52:36,21.215963,72.770389,,Rajeshwar Properties,"TP-9, FP, 116, Near Shavion shopping Shavion Circal, Gauvravpath, Road, Palanpur, Surat, Gujarat",,,,Apartment,Unfurnished,9,13,North - East,771,Sq-ft,New Construction,"1 bhk flat for rent, It is a superb property and offers an excellent view. The flat is fully furnished with bed 1 wardrobe tv, ,ac 1 RO gyser comfortable stay. Indeed, the society too has for enjoyment, such as club housecommunity center and security personnel etc, Other facilities include intercom facility, lift and park etc.",18000,54000,0,23,1,1 Covered,No,No,No,,False,True,Agent,95,Immediately,2026-04-17T23:45:19.000Z,Yesterday,True
DHvUtHhRbb9zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423834313137363437,2026-04-19 13:52:36,21.215963,72.770389,,Neelkanth Property,"Surat, Gujarat",,,,Apartment,Semi-Furnished,6,14,East,1050,Sq-ft,5 to 10 years,"1 BHK Semi Furnished Flat For Rent You can explore this 1 BHK flat on rent in Palanpur Surat. The flat is available for rent at a competitive amount of ₹17,000. Located on the 6 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 750 sqft. The residence includes power back up, security, intercom facility, ro water system.",17000,51000,1,16,1,,No,No,No,"Laundry Service, Internet/Wi-Fi Connectivity, RO Water System, Jogging and Strolling Track",False,True,Agent,78,Immediately,2026-04-07T07:54:16.000Z,"Apr 07, '26",True
33k86aFwgXlzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423833323630323635,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,"Surat, Gujarat","19202|Ryan International School Cbse, 19202|L.P. Savani International School, 19206|Regent Mall, 19206|Pal. Star World",,,Apartment,Semi-Furnished,3,12,North - East,800,Sq-ft,New Construction,"1 BHK apartment is available on rent in Adajan Surat right away. ₹10,000 is the monthly rent of this 1 BHK flat. The flat is on the 3 floor and includes 1 bathrooms, 1 balcony with a carpet area of 400 sqft. The apartment comes furnished with power back up, security, service/goods lift, intercom facility, ro water system. Visit the flat at Adajan, Surat, Gujarat.",10000,30000,0,12,1,,Yes,No,No,"Service/Goods Lift, Intercom Facility, RO Water System, Banquet Hall",False,True,Agent,73,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
90EZCrKeN5tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-Parley-Point-in-Surat&id=4d423739313035393033,2026-04-19 13:52:36,21.2351422,72.8189597,,Parley Point,Parley point surat.,,,,Apartment,Unfurnished,4,10,East,1000,Sq-ft,5 to 10 years,"1 room kitchen for rent in parley point surat. Find 1 BHK flat for rent in Parley Point Surat. The rent of the 1 BHK flat is ₹15,000. The flat is on the 4 floor and includes 1 bathrooms, 1 balcony with a covered area of 1000 sqft. The property includes 1 Covered parking. The property features reserved parking. Visit the flat at Parley point surat., Parley Point, Surat, Gujarat.",15000,45000,0,15,1,1 Covered,No,No,No,,False,True,Agent,95,Immediately,2026-04-16T23:45:21.000Z,"Apr 17, '26",True
6/MuFGPiBC5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-763-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423736373039343739,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,surabhi dairy honey park rod near Adinath Shopping center,"19202|L.P. Savani International School, 19202|Tnj International School, 19206|Pal. Star World, 19206|Bellissimo Hub",,,Apartment,Unfurnished,3,5,East,763,Sq-ft,New Construction,"new project,low rise building,four wheeler alloted,near Company bus stand You can explore this 1 BHK flat on rent in Adajan Surat. This 1 BHK flat can be availed at the rental price of ₹12,500. The apartment is on the 3 floor, has a carpet area of 479 sqft with 1 bathrooms and 1 balcony. This property offers power back up, reserved parking, security, service/goods lift, intercom facility, ro water system. The full address of the apartment is Adajan, Surat, Gujarat.",12500,33000,,16,1,,Yes,No,No,"Service/Goods Lift, Laundry Service, Internet/Wi-Fi Connectivity, RO Water System",True,True,Agent,78,Immediately,2026-04-13T03:05:18.000Z,"Apr 13, '26",True
LfQzeFX9P4pzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-771-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-Gam-in-Surat&id=4d423832373236333139,2026-04-19 13:52:36,21.21086,72.771334,,Shivaay Realty,Gaurav path,,,,Apartment,Unfurnished,6,14,East,771,Sq-ft,Less than 5 years,"Good Community 1 BHK flat is available for rent in Palanpur Gam immediately. Available at a rental price of ₹13,000, this 1 BHK flat is worth considering. Located on the 6 floor, the flat comprises 2 bathrooms, 1 balcony, and has a carpet area of 391 sqft. This building features 14 floor and provides Kids play area facilities. The flat comes with power back up, reserved parking, security, intercom facility. Find this apartment at BLOCK NO 8, TP SCHEME 9, FP NO 151/2, NEAR SMC GARDEN, PALANPORE, PO PAL, SURAT, GUJARAT.",13000,39000,,17,2,,No,No,No,"Laundry Service, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",True,True,Agent,58,Immediately,2026-03-07T14:44:22.000Z,"Mar 07, '26",True
FGBVEPdnnWpzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-750-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-Gam-in-Surat&id=4d423830323633353933,2026-04-19 13:52:36,21.21086,72.771334,,Deepak Daryani,"Palanpur Gam,Surat",,,,Apartment,Unfurnished,5,14,East,750,Sq-ft,Less than 5 years,"1BHK Flat Rent In Palanpur Gam Surat Check out this newly constructed 1 BHK flat on rent in the prime location of Palanpur Gam Surat. The rent of the 1 BHK flat is ₹14,000. The flat is located on the 5 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 450 sqft. There is also facility of 1 Covered parking. This unit is designed with reserved parking, security.",14000,42000,0,19,1,1 Covered,No,No,No,,True,True,Agent,78,Immediately,2026-03-15T07:20:57.000Z,"Mar 15, '26",True
hSafR/0n7LVzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423832343833323235,2026-04-19 13:52:36,21.215963,72.770389,,Pooja Real Estate,"Surat, Gujarat",,,,Apartment,Furnished,7,12,East,800,Sq-ft,New Construction,"1 bhk luxurious flat for rent in good gated society. Find 1 BHK flat for rent in Palanpur Surat. The multistorey apartment is available at rent of ₹22,000. Located on the 7 floor, the flat comprises 1 bathrooms, 2 balcony, and has a carpet area of 628 sqft. Find this apartment at Palanpur, Surat, Gujarat.",22000,,,28,1,,No,No,No,,False,True,Agent,58,Immediately,2026-03-11T07:39:15.000Z,"Mar 11, '26",True
HN5e0NLBbAtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-735-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423833393037343831,2026-04-19 13:52:36,21.216427,72.78212,,Sanjay Dalwani,"Jahangirabad,Surat",,,,Apartment,Semi-Furnished,10,13,East,735,Sq-ft,,"1 bhk flat for rent in swicon wings jahangirabad. Check out this newly constructed 1 BHK flat on rent in the prime location of Jahangirabad Surat. The multistorey apartment is available at rent of ₹12,000. Get access to smart facilities such as Gas Connection simply by choosing this flat for rent. The flat is located on the 10 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 430 sqft. There is also facility of 1 Covered parking. The flat comes with reserved parking. Visit the flat at Jahangirabad, Surat,Gujarat.",12000,36000,0,16,1,1 Covered,No,No,No,,True,True,Agent,78,Immediately,2026-04-18T23:45:34.000Z,Today,True
y0RlHuzt2cRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423834313436333235,2026-04-19 13:52:36,,,,Thakkar Skyline Real Estate,"Surat, Gujarat",,,,Apartment,Semi-Furnished,5,12,East,1000,Sq-ft,5 to 10 years,"1 BHK Semi Furnished Flat For Rent Grab the chance to own this affordable 1 BHK flat for rent in the Adajan, Surat area. The apartment is available at an affordable rental price of ₹18,000. The flat is on the 5 floor and includes 1 bathrooms, 1 balcony with a carpet area of 750 sqft. The residence includes power back up, reserved parking, security.",18000,54000,1,18,1,,No,No,No,,True,True,Agent,58,Immediately,2026-04-08T12:05:12.000Z,"Apr 08, '26",True
AAf+ZTu6NEZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-780-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423832383130383433,2026-04-19 13:52:36,21.216427,72.78212,,Rental Surat,555.,,,,Apartment,Semi-Furnished,13,14,East,780,Sq-ft,Less than 5 years,"1 bhk flat for rent with all modern amenities You can avail the 1 BHK flat for rent in the well-known location of Jahangirabad. The flat is available for rent at a competitive amount of ₹12,000. The flat is located on the 13 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 380 sqft. This unit features security. Find this apartment at Prabhudarshan Society, Dahin Nagar, Surat, Gujarat .",12000,36000,0,15,1,,No,No,No,,False,True,Agent,69,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
2c1HQt+zoapzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Rent-Palanpur-in-Surat&id=4d423738383638373039,2026-04-19 13:52:36,21.215963,72.770389,,Shree Siddhi Vinayak Property Consultant,palanpur Canal,,,,Apartment,Unfurnished,1,5,East,650,Sq-ft,Less than 5 years,"1 bhk newly painted flat for rent .. near savion circle Grab the chance to own this affordable 1 BHK flat for rent in the Palanpur area. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹12,000. Located on the 1 floor, the flat comprises 1 bathrooms, 1 balcony, and has a covered area of 650 sqft. The apartment comes furnished with power back up, security, air conditioned, intercom facility, ro water system.",12000,36000,,18,1,,No,No,No,"Air Conditioned, Laundry Service, Banquet Hall, Jogging and Strolling Track",False,True,Agent,73,Immediately,2026-04-16T23:45:22.000Z,"Apr 17, '26",True
emJg5DP7km5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423834303931323439,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,"Honey Park Road, Adajan","19202|Imperial International School, 19202|Ryan International School Cbse, 19206|Rajhans Theatre, 19206|Regent Mall",,,Apartment,Furnished,4,8,East,1050,Sq-ft,5 to 10 years,"1 BHK Fully Furnished Flat For Rent with all amenities available Find 1 BHK flat for rent in Adajan Surat. The Rent amount of this 1 BHK apartment is set at an attractive price of ₹18,000. Located on the 4 floor, the flat has 1 bathrooms, 1 balcony in carpet area of 650 sqft. This home provides power back up, reserved parking, security, service/goods lift, air conditioned, ro water system. Visit the flat at Honey Park Road, Adajan, Adajan, Surat, Gujarat.",18000,54000,1,17,1,,Yes,No,No,"Service/Goods Lift, Air Conditioned, RO Water System",False,True,Agent,75,Immediately,2026-04-05T18:01:14.000Z,"Apr 05, '26",True
kfmfJOsgymtzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Adajan-in-Surat&id=4d423833323630323035,2026-04-19 13:52:36,21.1973663,72.782489,,Adajan,"Surat, Gujarat","19202|Lp Savani International School, 19202|Seven Steps School, 19206|Rajhans Theatre, 19206|Imperial Square Mall",,,Apartment,Furnished,2,5,East,800,Sq-ft,Less than 5 years,"If you are searching a 1 BHK apartment for rent in Adajan, check out this amazing rental flat. Available at a rental price of ₹12,500, this 1 BHK flat is worth considering. Located on the 2 floor, the flat comprises 1 bathrooms, 1 balcony, and has a carpet area of 400 sqft. This unit features power back up, security, service/goods lift, intercom facility, ro water system. The full address of the apartment is Adajan, Surat, Gujarat.",12500,37500,0,16,1,,No,No,No,"Laundry Service, Internet/Wi-Fi Connectivity, Banquet Hall, Bar/Lounge",False,True,Agent,68,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
HSCpeJBfK+tzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Citylight-Area-in-Surat&id=4d423830303034343635,2026-04-19 13:52:36,21.1666367,72.7955775,,Citylight Area,"citylight, surat",,,,Apartment,Furnished,4,7,East,800,Sq-ft,New Construction,"1 bhk flat for rent in citylight surart A beautiful 1 BHK flat is available for rent in Citylight Area. The rent of the 1 BHK flat is ₹20,000. Live in this lovely flat and get access to various useful facilities such as 1 Bed, 1 AC and Sofa. The flat is located on the 4 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 500 sqft. The property includes 1 Covered parking. This home provides power back up, reserved parking, security. Visit the flat at citylight, surat, Citylight Area, Surat, Gujarat.",20000,60000,1,25,1,1 Covered,No,No,No,,True,True,Agent,78,Immediately,2026-04-17T23:45:20.000Z,Yesterday,True
VodfPEBP8rZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-709-Sq-ft-Multistorey-Apartment-FOR-Rent-Palan-Pur-Patiya-in-Surat&id=4d423834323037333431,2026-04-19 13:52:36,21.2099842,72.7921003,,Palan Pur Patiya,Orchid infinity palanpur gam near savion circle fire station,,,,Apartment,Furnished,6,13,East,709,Sq-ft,Less than 5 years,"new project near by all company bus Stand 1 four wheeler parking alloted 1 BHK flat is available for rent in Palan Pur Patiya immediately. The rent of the 1 BHK flat is ₹20,000. The flat is located on the 6 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 423 sqft. The property features power back up, reserved parking, security, service/goods lift, air conditioned, intercom facility, ro water system. Visit the apartment at Palanpur, Surat, Gujarat .",20000,60000,,28,1,,No,No,No,"Air Conditioned, Banquet Hall, Bar/Lounge, Jogging and Strolling Track",False,True,Agent,78,Immediately,2026-04-12T09:45:52.000Z,"Apr 12, '26",True
U4v74t4eQLRzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/1-BHK-800-Sq-ft-Multistorey-Apartment-FOR-Rent-Jahangirabad-in-Surat&id=4d423832333135333931,2026-04-19 13:52:36,21.216427,72.78212,,Shivaay Realty,Near Gaurav path stadium.,,,,Apartment,Unfurnished,5,12,East,800,Sq-ft,New Construction,"good campus and spacious flats available. Find 1 BHK flat for rent in Jahangirabad Surat. The flat is available for rent at a competitive amount of ₹15,000. The flat is located on the 5 floor which includes 1 bathrooms, 1 balcony, and covers a carpet area of 440 sqft. The apartment is equipped with power back up, reserved parking, security, service/goods lift, visitor parking. Visit the apartment at Jahangirabad, Surat Gujrat .",15000,,,19,1,,Yes,No,No,"Service/Goods Lift, Laundry Service, Banquet Hall, Jogging and Strolling Track",True,True,Agent,51,Immediately,2026-03-07T14:50:45.000Z,"Mar 07, '26",True
XMzxEnIJ3N5zpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/4-BHK-2565-Sq-ft-Multistorey-Apartment-FOR-Rent-Pal-in-Surat&id=4d423731323938313131,2026-04-19 13:52:36,21.1807801,72.7529018,,Pal,pal,"19202|Gajera Global School, 19202|Seven Steps School, 19206|Bellissimo Hub, 19206|Pal. Star World",,,Apartment,Unfurnished,3,14,North - East,2565,Sq-ft,New Construction,"If you are searching a 4 BHK apartment for rent in Pal, check out this amazing rental flat. The flat is available for rent at a competitive amount of ₹38,000. The flat comes with some add-on facilities such as 3 Bed and Gas Connection. The flat is located on the 3 floor which includes 4 bathrooms, 3 balcony, and covers a covered area of 2565 sqft. There is also facility of 2 Covered parking. The apartment comes furnished with power back up, reserved parking, security, visitor parking, intercom facility. You can visit the flat at pal, Pal, Surat, Gujarat.",38000,114000,0,15,4,2 Covered,No,No,No,"Laundry Service, Banquet Hall, Jogging and Strolling Track, Outdoor Tennis Courts",False,True,Agent,100,Immediately,2026-04-17T23:45:19.000Z,Yesterday,True
YJWLoVen3BZzpSvf+uAgZw==,Magicbricks,https://www.magicbricks.com/property-details/4-BHK-3400-Sq-ft-Multistorey-Apartment-FOR-Rent-in-Surat&id=4d423834303931323331,2026-04-19 13:52:36,,,,Neelkanth Property,"Surat, Gujarat",,,,Apartment,Furnished,6,14,East,3400,Sq-ft,Less than 5 years,"4 BHK Fully Furnished Flat For Rent with all premium amenities available 4 BHK apartment is available on rent in Jahangirpura Surat right away. Available at a rental price of ₹40,000, this 4 BHK flat is worth considering. Located on the 6 floor, the flat has 4 bathrooms, 3 balcony in carpet area of 2400 sqft. This property offers power back up, reserved parking, security, service/goods lift, air conditioned, ro water system.",40000,120000,1,12,4,,Yes,No,No,"Service/Goods Lift, Air Conditioned, RO Water System",False,True,Agent,73,Immediately,2026-04-05T17:57:40.000Z,"Apr 05, '26",True
